timestamp,action,price,amount,quantity,reason,portfolio_value,cash_balance,btc_balance,data_source
2025-11-23T13:20:35.907833,BUY,84971.74,10000.0,0.11768618601902232,Initial portfolio setup,100000.0,90000.0,0.11768618601902232,Binance
2025-11-23T13:24:11.948660,BUY,84971.74,500,0.0058843093009511155,DCA: Price dropped 4.8%,100000.0,99500,0.0058843093009511155,Binance
2025-11-23T13:24:12.593709,SELL,84971.74,74.99999999999999,0.0008826463951426672,Bear market & RSI overbought,100000.0,99575.0,0.005001662905808448,Binance
