timestamp,price,cash,btc_holdings,btc_value,total_value,realized_profit,unrealized_profit
2025-06-09,105706.34,90000.0,0.09460170506329138,10000.0,100000.0,0.0,0.0
2025-07-08,108299.99,52729.60495949682,0.43577604919560636,47194.54177012368,99924.1467296205,0.0,-75.85327037950628
2025-08-07,114890.65,43918.397537192315,0.5163233027876726,59320.719867422515,103239.11740461484,7085.958863226512,3239.117404614837
2025-09-06,110779.7,39722.8009464612,0.5499822977970976,60926.873955273135,100649.67490173434,19015.150104778077,649.6749017343391
2025-10-06,123347.29,17568.509383235974,0.7367933711108561,90881.46561648838,108449.97499972435,29897.69576829836,8449.974999724349
2025-11-05,100564.3,17429.45459550353,0.7335491718170072,73768.85897935706,91198.31357486059,37995.13484826811,-8801.686425139414
