Datetime,Open,High,Low,Close,Volume,RSI_14,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,ATR_14
2025-08-26 14:00:00,110094.66,110552.86,109800.0,110358.13,1124.78296,,,,,110358.13,110358.13,0.0,0.0,
2025-08-26 15:00:00,110358.13,110561.76,109550.0,109666.33,1132.82225,,,,,109983.405,109998.92615384616,-15.521153846158995,-8.622863247866109,
2025-08-26 16:00:00,109666.34,110153.84,109450.0,110153.84,936.04216,,,,,110049.92581986143,110054.58519467719,-4.659374815761112,-6.998482742905043,
2025-08-26 17:00:00,110153.83,110205.68,109587.42,109988.07,788.03072,,,,,110030.40035488507,110035.99045293148,-5.590098046406638,-6.52138765601534,
2025-08-26 18:00:00,109988.07,110990.05,109966.64,110695.58,721.67701,,,,,110211.12728712628,110188.95198943903,22.17529768725217,2.01522745085862,
2025-08-26 19:00:00,110695.58,111162.59,110501.57,111116.03,1102.76066,,,,,110431.06625310941,110374.63832084544,56.42793226397771,16.76409574307799,
2025-08-26 20:00:00,111116.03,111380.03,110918.26,111321.58,705.40181,,,,,110629.78128005819,110543.04698966753,86.73429039065377,34.47168537344309,
2025-08-26 21:00:00,111321.57,111584.61,111113.67,111584.6,375.99082,,,,,110829.03723018777,110710.86698757188,118.17024261588813,54.58602263052043,
2025-08-26 22:00:00,111584.6,111945.69,111557.09,111910.01,610.79197,,,,,111042.89211909243,110888.60630672477,154.28581236765604,77.61716867300618,
2025-08-26 23:00:00,111910.0,112371.0,111737.38,111763.22,734.51247,,,,,111179.39397257303,111009.29448405466,170.09948851837544,98.33857690966825,
2025-08-27 00:00:00,111763.22,111825.16,111339.22,111356.37,600.11827,,,,,111211.77631839876,111054.31028842645,157.46602997230366,111.27532578928576,
2025-08-27 01:00:00,111356.38,111469.07,111092.8,111299.48,488.51561,,,,,111227.3697450686,111084.43325048813,142.93649458047003,118.07481702748251,
2025-08-27 02:00:00,111299.48,111480.0,111105.45,111135.37,474.9491,,,,,111211.39509430194,111090.4004815058,120.99461279614479,118.69274725471476,
2025-08-27 03:00:00,111135.37,111723.92,110918.26,111418.15,608.69015,62.256153397896554,,,,111246.59885342867,111127.2106529032,119.3882005254709,118.83823659784558,626.3214285714286
2025-08-27 04:00:00,111418.15,111737.26,111403.29,111570.81,422.75409,63.54314176587522,,,,111300.90977078052,111175.1972361025,125.71253467802308,120.26323384733259,596.4007142857143
2025-08-27 05:00:00,111570.81,111685.57,111337.85,111372.18,323.13251,71.40913620470239,,,,111312.68773809308,111195.80325138094,116.884486712137,119.56791287483959,548.9692857142862
2025-08-27 06:00:00,111372.18,111372.19,111028.02,111040.09,326.53843,61.574346155554046,,,,111268.14709834772,111179.99699654234,88.15010180538229,113.13959787577613,523.278571428572
2025-08-27 07:00:00,111040.1,111129.94,110622.5,110725.18,737.37791,59.26564680150324,,,,111180.26890541118,111135.06187914955,45.20702626163256,99.30384070967689,515.3628571428583
2025-08-27 08:00:00,110725.19,110837.77,110345.42,110756.01,607.62048,50.915337007000865,,,,111112.14850364179,111098.51579315984,13.632710481950198,81.91907376839174,477.4300000000013
2025-08-27 09:00:00,110756.0,111125.32,110720.06,110810.78,362.97245,44.80034340729538,111002.0905,,,111064.08265238754,111071.38012085353,-7.29746846598573,63.86764653505464,459.1614285714313
2025-08-27 10:00:00,110810.77,111267.7,110810.77,110975.12,336.60819,44.01433270676681,111032.94000000002,,,111049.97348274336,111062.48209818588,-12.508615442522569,48.45019323186303,458.81571428571624
2025-08-27 11:00:00,110975.12,111374.45,110975.11,111322.07,287.06641,45.59219075825806,111115.727,,,111092.92302404532,111086.04500460808,6.878019437237526,40.07395272698057,453.7014285714301
2025-08-27 12:00:00,111322.07,111397.74,111022.78,111344.42,397.11123,39.428026692087805,111175.25600000001,,,111132.46281409844,111109.11266896922,23.350145129224984,36.70932998032155,452.72714285714443
2025-08-27 13:00:00,111344.43,111895.25,111019.02,111487.24,851.74843,44.83373143939691,111250.2145,,,111188.0526601261,111142.3661533469,45.68650677919504,38.513284273386446,470.0564285714302
2025-08-27 14:00:00,111487.24,112625.0,111283.97,111815.94,1276.25098,58.862324178600296,111306.2325,,,111286.15704806212,111200.79168626893,85.365361793185,47.91923445243823,531.1342857142871
2025-08-27 15:00:00,111815.94,112084.43,111505.0,112000.0,784.98996,62.877205882352946,111350.43100000001,,,111397.42465148104,111269.2476721329,128.17697934813623,64.01944332710227,545.6457142857149
2025-08-27 16:00:00,111999.99,112250.0,111541.23,112121.46,613.40717,68.41541076064026,111390.425,,,111510.05287205603,111341.40803782555,168.64483423047932,84.99523786699007,569.518571428572
2025-08-27 17:00:00,112121.45,112444.1,111897.43,112345.29,386.39727,67.70432325084013,111428.4595,,,111639.75741726722,111425.51931583956,214.2381014276616,110.89390588866841,551.0192857142871
2025-08-27 18:00:00,112345.3,112600.0,111928.0,111947.21,410.75955,56.5716420724768,111430.31950000001,,,111687.43307031553,111468.8092740397,218.6237962758314,132.47327642461227,575.164285714287
2025-08-27 19:00:00,111947.22,112212.06,111576.24,112080.69,491.86153,62.65797682470626,111446.193,,,111748.33978048718,111519.1350096195,229.2047708676837,151.84355455609762,595.7428571428578
2025-08-27 20:00:00,112080.68,112419.09,110921.79,112419.07,1418.31926,74.58109919571072,111499.32800000001,,,111852.11385962808,111592.55244286897,259.56141675911203,173.40848386825238,678.1092857142867
2025-08-27 21:00:00,112419.08,112452.05,111368.15,111528.19,454.99512,61.87557861298534,111510.76349999997,,,111802.04064729631,111587.34082437807,214.69982291823544,181.67329973999935,719.2850000000014
2025-08-27 22:00:00,111528.19,111610.06,111051.0,111409.54,421.42728,59.42025225225223,111524.472,,,111741.41130168008,111573.04240600813,168.36889567195612,179.01073132316483,724.0500000000009
2025-08-27 23:00:00,111409.54,111544.0,111102.28,111262.01,308.99737,56.334813042782365,111516.66500000001,,,111667.40458831973,111548.18742913162,119.21715918810514,167.04595003127838,726.654285714286
2025-08-28 00:00:00,111262.01,111535.09,110862.42,111338.92,402.94473,55.23591857412613,111505.0705,,,111616.72208309497,111531.5616619226,85.16042117236066,150.66219822019332,742.0642857142864
2025-08-28 01:00:00,111338.93,111714.28,111334.89,111647.7,252.40621,54.73862819456842,111518.84650000001,,,111621.49959471407,111540.73924396987,80.76035074419633,136.67729036292303,740.6392857142865
2025-08-28 02:00:00,111647.71,111761.58,111446.07,111500.0,198.00577,52.18433925071467,111541.84200000002,,,111602.76860702044,111537.53576623437,65.2328407860623,122.38468987632055,736.3928571428571
2025-08-28 03:00:00,111499.99,112042.04,111408.0,112000.01,350.42111,56.54302083732078,111605.5835,,,111663.98981361961,111573.73676595704,90.25304766256886,115.95702646010766,719.0935714285713
2025-08-28 04:00:00,112000.0,113082.48,111945.07,112965.9,844.0612,62.62127823972039,111716.07800000001,,,111864.58074235542,111682.25476819549,182.32597415993223,129.23302185316612,704.5492857142848
